eng_id,Код двигателя,Мощность (kw) от,Мощность (kw) до,Мощность (л.с.) от,Мощность (л.с.) до,Объем двигателя (л.),Диаметр цилиндра (мм),Количество цилиндров,Количество клапанов,Тип топлива двигателя
37371,X15-600,447,,608,,14.9,137,6,24,Дизель
43146,BFR526V,434,434,590,590,6,87,12,48,бензин
44443,R9M 452,92,107,125,146,1.6,80,4,16,Дизель
38564,EBMA,61,,83,,,,,,электричество
25460,D 2676 LF 17,397,,540,,12.4,126,6,24,Дизель
47433,M161A,404,434,550,590,3.8,86.5,8,32,бензин
3759,2J,39,55,53,75,2.5,88,4,8,Дизель
33131,DGCA,135,,184,,2,81,4,16,Дизель
16410,BDV,125,,170,,2.4,81,6,30,бензин
43960,1200,59,65,80,88,1.2,76,4,8,бензин
27239,F1CE0481L,107,,146,,3,95.8,4,16,Дизель
22500,LO3,107,172,145,234,5,94.9,8,16,бензин
16859,BCZ,120,,163,,2.5,78.3,6,24,Дизель
17735,OM 904.945,125,,170,,4.2,102,4,12,Дизель
35875,S5Y8,77,,105,,1.5,76,4,16,Дизель
5543,E20,93,94,126,128,2,,4,8,бензин
24388,CJWB,245,,333,,3,84.5,6,24,бензин
53636,DTDA,130,,177,,2,82.5,4,16,бензин
34297,528,40,51,55,70,1.5,80,4,8,бензин
23525,CDLF,199,,270,,2,82.5,4,16,бензин
18034,N62 B48 A,261,270,355,367,4.8,93,8,32,бензин
15748,ALZ,75,,102,,1.6,81,4,8,бензин
43925,KL13,35,44,48,60,1.3,81,4,8,бензин
2555,Z16,62,,84,,1.6,83,4,8,бензин
20031,HYDA,166,,225,,2.5,83,5,20,бензин
8852,DSC 9.10,162,,220,,8.5,115,6,12,Дизель
38650,DAM15KR,85,,116,,1.5,75,4,16,бензин
23780,M 273.971,285,,388,,5.5,98,8,32,бензин
46100,D25TCIE1,105,,143,,2.5,92,4,16,Дизель
44183,HMAGA12YF1,104,,141,,1.2,,3,12,бензин
36785,SA2W,147,,200,,3.2,89.9,5,20,Дизель
35386,M 276.824,245,,333,,3,88,6,24,бензин
34587,WP10.280CNG,206,,280,,9.7,126,6,24,Газ
17858,OM 366.908,81,,110,,6,97.5,6,12,Дизель
20649,BAE,110,,150,,1.8,81,4,20,бензин
7141,EM100,158,,215,,9.4,124,6,12,Дизель
45457,SR20DEH,92,121,125,165,2,86,4,16,бензин
7891,OM 352.993,96,,130,,5.7,97,6,12,Дизель
39843,DKDD,294,,400,,4,102,6,24,бензин
14912,AUY,85,,115,,1.9,79.5,4,8,Дизель
34268,6G-839AA,261,,355,,4.6,90.2,8,32,бензин
40692,YC6G260N-30,191,,260,,7.8,112,6,12,Газ
44214,PM245101,30,,41,,,,,,электричество
24732,A 17 DTS,96,,131,,1.7,79,4,16,Дизель
22693,GW4G15,71,78,97,106,1.5,75,4,16,Бензин/газ
31145,4JB1-TC,68,,92,,2.8,93,4,8,Дизель
21139,F9Q 752,74,77,101,105,1.9,80,4,8,Дизель
17353,BLR,110,,150,,2,82.5,4,16,бензин
21873,Z 16 XER,85,,116,,1.6,79,4,16,бензин
47423,DV5RUC,88,,120,,1.5,75,4,16,Дизель
33274,5ZR-FXE,73,,99,,1.8,80.5,4,16,бензин
24484,740.35,294,,400,,11.8,120,8,16,Дизель
42815,20V,64,64,87,87,2,84.5,4,8,бензин
24401,G10BB,39,43,53,58,1,72,4,16,бензин
35725,OM 642.889,190,,258,,3,83,6,24,Дизель
5284,17 D (4EE1),44,,60,,1.7,79,4,8,Дизель
5660,OM 441.908,160,165,218,224,11.3,130,6,12,Дизель
3578,ADL,95,,129,,1.8,81,4,16,бензин
37161,LD9(145CUL4),104,112,141,152,2.4,90,4,16,бензин
31502,L76,260,300,354,408,6,101.6,8,16,бензин
34699,CDEA,77,,105,,1.6,76.5,4,16,бензин
40878,17G,68,94,92,128,3.5,88.9,8,16,бензин
7938,OM 401.970,213,,290,,9.6,125,6,12,Дизель
27701,M43 B19 (194E1),77,87,105,118,1.9,85,4,8,бензин
38292,TZ180XS450,70,,95,,,,,,электричество
21347,EH,53,57,72,78,1.5,79.5,4,8,бензин
11250,M 104.994,170,,231,,3.2,89.9,6,24,бензин
48161,46337540,96,132,131,179,1.3,70,4,16,бензин
43742,C46RSEM,149,186,203,253,4.6,90.2,8,16,Бензин/спирт
9201,D 39 B,57,59,78,80,3.9,98.43,4,8,Дизель
26711,CG-280,206,209,280,284,8.3,114,6,12,Газ
38057,CA6DL1-32E5,238,,324,,7.7,110,6,24,Дизель
38071,CA6DF3-26E3F,192,,261,,7.1,110,6,12,Дизель
35859,DA471QL,58,,79,,1.3,71,4,16,бензин
53040,VFCAFB,100,,136,,,,,,электричество
13648,LM7,201,235,273,320,5.3,96,8,16,бензин
17616,C 30 NE,130,,177,,3,95,6,12,бензин
50482,B4204L43,227,257,309,350,2,,4,16,бензин
19579,D18NARTP,44,,60,,1.8,82.5,4,8,Дизель
43820,232,74,104,101,141,3.8,95.25,6,12,бензин
36085,ZMZ-40904,94,105,128,143,2.7,95.5,4,16,бензин
45807,8A,25,27,34,37,0.8,62.9,4,8,бензин
34503,IA1XB2H,70,,95,,,,,,электричество
40625,ISM 320,239,,325,,10.8,125,6,24,Дизель
22242,ALZ,75,,102,,1.6,81,4,8,бензин
19616,JM4D55,62,,84,,2.3,91.1,4,8,Дизель
45514,P5X9,85,,116,,1.5,74.5,4,16,бензин
46018,TZ260XSD81,120,,163,,,,,,электричество
6629,DKS 1160,228,,310,,11.6,130,6,12,Дизель
47507,374.993,81,,110,,4,97.5,4,8,Дизель
27797,D12.42-50,309,,420,,11.6,126,6,24,Дизель
28683,OM 372.983,150,,204,,6,97.5,6,12,Дизель
22840,12 NV,38,,52,,1.2,77.8,4,8,бензин
30330,N62 B36 A,200,,272,,3.6,84,8,32,бензин
31831,GW2.8TC-2,70,,95,,2.8,93,4,8,Дизель
38617,K9K 849,81,,110,,1.5,76,4,8,Дизель
43105,RO,268,268,364,364,7,106.36,8,16,бензин
43302,98H,100,180,136,245,5.8,101.6,8,16,бензин
16453,G16A,48,,65,,1.6,75,4,8,бензин
26745,4G63,61,74,83,101,2,85,4,8,бензин
28399,S14 B20 (204EA),141,,192,,2,89,4,16,бензин
19824,9HZ (DV6TED4),80,,109,,1.6,75,4,16,Дизель
29934,25V6S1,130,,177,,2.5,80,6,24,бензин
8810,DSC 9.08,208,,283,,8.5,115,6,12,Дизель
49063,TLE4G15F,120,,163,,1.5,,4,16,бензин
34366,20HI,86,,117,,2,84.5,4,8,бензин
1322,N5B,150,,204,,2,90.83,4,16,бензин
39424,2121,54,63,73,86,1.6,79,4,8,бензин
43244,ZH18EF,100,103,136,140,1.8,80.6,4,16,бензин
26857,BP55,122,,166,,1.8,83,4,16,бензин
45241,YN38CRD7,85,,116,,3.8,102,4,8,Дизель
40708,SC5DK200Q3,147,,200,,5.3,114,4,16,Дизель
36640,LW2(273CUV8),134,149,182,203,4.5,92,8,16,бензин
21946,EBD,85,91,116,124,1.8,83,4,16,бензин
53958,DWPA,338,,460,,4,86,8,32,бензин
20251,OM 902.914,188,,256,,6.4,102,6,18,Дизель
6966,6 BT,118,173,160,235,5.9,102,6,12,Дизель
29045,YC6L260-30,191,,260,,8.4,113,6,24,Дизель
38161,WP12.460E40,338,,460,,11.6,126,6,24,Дизель
47633,S8-DPTS,85,,116,,1.8,79,4,16,Дизель
31106,XVCB,70,,95,,1.5,73.5,4,8,Дизель
39009,TZ370XSH28,120,,163,,,,,,электричество
4655,M 102.962,83,90,115,122,2,89,4,8,бензин
12468,22E,44,45,60,61,2.3,90.47,4,8,Дизель
35802,F4FG,94,,128,,1.6,77,4,16,Бензин/спирт
18303,K4M 782,83,,113,,1.6,79.5,4,16,бензин
28999,DC 09.113,206,,280,,9.3,130,5,20,Дизель
27582,CJLA,55,,75,,1.2,76.5,3,12,бензин
9989,M 130.984,118,,160,,2.7,86.5,6,12,бензин
1646,AD,23,,31,,0.6,76,2,4,бензин
3326,J6R 760,74,,101,,2,88,4,8,бензин
50181,TZ200XSE,200,,272,,,,,,электричество
6677,WS 295 L,295,,401,,11.6,130,6,12,Дизель
21871,Z 17 DTR,92,,125,,1.7,79,4,16,Дизель
50104,TZ200XYC,230,,313,,,,,,электричество
1996,FP,74,84,100,114,1.9,83,4,16,бензин
9226,TD 61 GC,132,,180,,5.5,98.43,6,12,Дизель
21163,K4M 712,75,80,107,109,1.6,79.5,4,16,бензин
39507,XPJC,52,,71,,1.1,73,3,12,бензин
37935,F2CE3681K*P,213,,290,,8.7,117,6,24,Дизель
17007,OM 646.961,100,110,136,150,2.1,88,4,16,Дизель
23317,EGF,173,175,235,238,3.5,96,6,24,бензин
19061,192 B1.000,100,,136,,1.9,82,4,16,Дизель
29971,4B11,123,,167,,2,86,4,16,бензин
45346,DTBA,85,,115,,1,74.5,3,12,бензин
43601,RF1S,51,52,69,71,2,86,4,8,Дизель
40861,N3DA,206,,280,,2.3,87.5,4,16,бензин
32702,MCV.VA,193,,262,,3,83,6,24,Дизель
27823,KF,104,,141,,2,78,6,24,бензин
39324,TZ242XS004,140,,190,,,,,,электричество
199,Aro L30,70,74,95,101,3,,4,8,бензин
30622,8142.43,87,,118,,2.8,94.4,4,8,Дизель
50701,M327,40,,55,,2,66,6,12,бензин
28391,M62 B35 (358S2),173,180,235,245,3.5,84,8,32,бензин
24641,327 A.011,62,68,85,92,1.4,72,4,8,Бензин / этиловый спирт / природный газ
17705,OM 904.919,100,,136,,4.2,102,4,12,Дизель
32490,15G,68,100,92,136,3.5,88.9,8,16,бензин
53532,TZ180XS124,85,,116,,,,,,электричество
30969,LLU,135,,184,,1.6,,4,16,бензин
42881,814061,53,53,72,72,2.5,93,4,8,Дизель
32138,H5F 403,83,88,113,120,1.2,72.2,4,16,бензин
26672,940 A5.000,103,125,140,170,2,83,4,16,Дизель
41778,Z18S,65,,88,,1.8,85,4,8,бензин
31175,M70 B57 (5714K2),285,,388,,5.7,86,12,24,бензин
6171,OM 446.945,390,,530,,14.6,128,8,16,Дизель
129,AR 64103,106,,144,,2,84,4,8,бензин
36066,LI6,120,,163,,1.3,,3,12,бензин
43953,G1,40,50,54,68,1.3,76.7,4,8,бензин
42295,B21,52,52,71,71,2.1,92,4,8,бензин
49899,307,157,,214,,5,98.425,8,16,бензин
37652,PY-VPR,138,141,188,192,2.5,89,4,16,бензин
1487,YYN,84,,114,,2.3,90,6,12,бензин
45188,WP3.7Q102E50,75,,102,,3.7,102,4,8,Дизель
36528,ADE422T,243,,330,,14.6,128,8,16,Дизель
52955,FSJA,55,,75,,1.1,73,3,12,бензин
1849,835 A7.000,121,,165,,2,84,4,8,бензин
25180,M 46.40,220,,300,,3.6,96,6,24,бензин
36595,C16HDEZ,70,74,101,,1.6,79,4,16,бензин
35290,CMPA,412,,560,,5.2,84.5,10,40,бензин
33662,4G63-S4A,95,,129,,2,,4,16,бензин
35243,MX-13 390,390,,530,,12.9,130,6,24,Дизель
20536,ISLe4 340,250,,340,,8.8,114,6,24,Дизель
52083,E140,140,,190,,,,,,электричество
31082,UNCI,118,,160,,1.5,79,4,16,бензин
25672,M 97.74,368,,500,,4,102.7,6,24,бензин
17761,OM 906.918,180,,245,,6.4,102,6,18,Дизель
34899,ATW,110,,150,,1.8,81,4,20,бензин
19939,LMM,186,272,253,370,6.6,103,8,32,Дизель
40638,MP8-400,298,,405,,12.8,131,6,24,Дизель
44123,DNPA,180,180,245,245,2,82.5,4,16,бензин
21179,C 16 LZ2,51,55,69,75,1.6,79,4,8,бензин
1305,LUH,65,66,88,90,1.6,76,4,8,бензин
18386,FM3,48,55,65,76,1.3,73.7,4,8,бензин
53343,J05C,103,121,140,165,5.3,114,4,16,Дизель
46186,LJ469Q-AEC,67,,91,,1.2,,4,16,бензин
45398,5FS (EP6C M),88,,120,,1.6,77,4,16,бензин
40795,LIH,101,102,137,139,1.2,75,3,12,бензин
31644,4.07 TCA,81,103,110,140,2.8,93,4,12,Дизель
17676,LY7,189,205,257,279,3.6,94,6,24,бензин
4788,C 16 SEI,72,,98,,1.6,79,4,8,бензин
34383,138 A00,55,,75,,1.5,80,4,8,бензин
21867,B 16 FI,69,,94,,1.6,78,4,8,бензин
24847,1ZR-FAE,100,,136,,1.6,80.5,4,16,бензин
19478,OM601,50,,68,,3.2,90.9,5,10,Дизель
43271,V99V,194,236,264,321,4.6,90.2,8,32,бензин
4511,D14A2,66,,90,,1.4,75,4,16,бензин
9479,1KZ-TE,85,108,116,147,3,96,4,8,Дизель
3487,12 A2E,46,,63,,1.3,70.6,4,8,бензин
49039,TZ200XSJH7,50,,68,,,,,,электричество
24911,RHV (DW10TD),62,,84,,2,85,4,8,Дизель
17348,AMF,55,,75,,1.4,79.5,3,6,Дизель
27833,SFJA,74,,101,,1,71.9,3,12,бензин
42464,HT,38,38,52,52,0.9,68,4,8,бензин
27237,1N-T,40,49,54,67,1.5,74,4,8,Дизель
22540,N6TS,60,,82,,2,90.8,4,8,бензин
16665,OM 353.991,124,,168,,5.7,97,6,12,Дизель
37932,F2CE3681E,287,,390,,8.7,117,6,24,Дизель
44408,CVDE,353,,480,,4,86,8,32,бензин
32940,23 HC,74,82,100,112,2.3,97.6,4,8,бензин
23368,SYDA,104,109,143,146,2,87.5,4,16,бензин
28435,GW4D20,110,,150,,2,83.1,4,16,Дизель
8086,OM 364.981,100,,136,,4,97.5,4,8,Дизель
35381,CZRA,137,,186,,2,82.5,4,16,бензин
24481,ISX-565,415,439,565,597,14.9,137,6,24,Дизель
34039,RM31,30,,41,,,,,,электричество
582,150C,52,53,71,72,1.4,75,4,8,бензин
24572,XD90,43,,58,,2.1,90,4,8,Дизель
36803,2103AAL,42,,57,,,,,,электричество
4050,CU,51,,70,,2,94,4,8,бензин
40534,TZ249XSS001,92,100,125,136,,,,,электричество
38058,CA6DL2-35E4U2,261,,355,,8.6,112,6,24,Дизель
35704,C20JE,84,,114,,2,86,4,8,бензин
39056,F1AGL4114,88,,120,,2.3,88,4,16,Дизель
34373,GS 200,200,,272,,8.7,118,6,12,Дизель
52256,XUCG,55,,75,,1.5,73.5,4,8,Дизель
22927,EN 55,53,56,72,76,2.5,94,4,8,Дизель
36205,SQRE4T15,110,,150,,1.5,82,4,16,бензин
31433,EGJ,160,,218,,3.5,,6,24,бензин
3356,J7T 707,89,,121,,2.2,88,4,8,бензин
35792,PEX3,88,121,120,165,2,83.5,4,16,бензин
50824,SR18DI,81,,110,,1.8,82.5,4,16,бензин
48613,F4AE3682C,160,,218,,5.9,102,6,24,Дизель
17431,F8Q 632,47,48,64,65,1.9,80,4,8,Дизель
32910,HFC4DA1-2C,68,88,93,120,2.8,93,4,8,Дизель
23312,CFFA,100,,136,,2,81,4,16,Дизель
26106,EJ257,155,294,211,400,2.5,99.5,4,16,бензин
43918,4E-F,60,60,82,82,1.3,74,4,16,бензин
41054,DNPA,180,,245,,2,82.5,4,16,бензин
47643,J08E-VT,210,,286,,7.7,112,6,24,Дизель
18222,BSE,75,,102,,1.6,81,4,8,бензин
22310,25K4F,135,,184,,2.5,80,6,24,бензин
34093,2ZR-FE,100,,136,,1.8,80.5,4,16,бензин
29356,CUKB,110,,150,,1.4,74.5,4,16,бензин
7754,D 2865 LOH 02,235,,320,,10,128,5,10,Дизель
53520,YS210XYA03,160,,218,,,,,,электричество
29170,DK4A,75,,102,,2.5,92,4,16,Дизель
27056,M 05.9D,176,,239,,3,83,6,24,Дизель
45554,D 16 SHJ,100,,136,,1.6,79,4,16,бензин
46351,TZ210XSTY5308,110,,150,,,,,,электричество
45111,NE457,42,,57,,3.2,94,4,8,Дизель
10813,AJK,169,,230,,2.7,81,6,30,бензин
42170,AJ03,145,179,197,243,3,89,6,24,бензин
29522,N 10 YFH,56,58,76,79,1,71.1,4,8,Бензин/спирт
18655,4G13- P,50,62,68,84,1.3,71,4,12,бензин
44468,HMJ (EB2FAM),60,61,82,83,1.2,75,3,12,бензин
18910,BMY,103,,140,,1.4,76.5,4,16,бензин
29537,K9K 716,50,51,68,69,1.5,76,4,8,Дизель
37164,L13(82CUL4),55,,75,,1.4,76.5,4,8,бензин
24981,CFNA,77,,105,,1.6,76.5,4,16,бензин
37808,ISM11E5 440,324,,441,,10.8,125,6,24,Дизель
25848,D 0826 FR,110,,150,,6.9,108,6,12,Дизель
32554,M 276.822,270,287,367,390,3,88,6,24,бензин
30997,KF-DET,43,47,58,64,0.7,63,3,12,бензин
48727,ISX15-600,435,448,591,609,14.9,137,6,24,Дизель
34651,LYX,132,,180,,1.5,74,4,16,бензин
41730,QG,236,294,321,400,,,,,электричество
53279,TZ290XH003,78,,106,,,,,,электричество
45463,1KD-FTV,126,,171,,3,96,4,16,Дизель
42213,A43,22,22,30,30,0.6,75,2,4,бензин
32494,K12C,66,67,90,91,1.2,73,4,16,бензин
49924,YN2S,154,157,209,213,2,84,4,16,Дизель
18957,FR 103,103,,140,,4.5,107,4,16,Дизель
42655,F10A,33,33,45,45,1,65.5,4,8,бензин
20753,10 HM,166,169,227,230,3.2,89,6,24,бензин
36405,LE2(CU173V6),82,86,111,117,2.8,88.9,6,12,бензин
9445,M 166.940,60,,82,,1.4,80,4,8,бензин
34669,GH5E-210,157,158,210,215,5.1,110,4,16,Дизель
22340,F16D3D,78,,106,,1.6,79,4,16,бензин
34877,B 15 SFL,103,,140,,1.5,74,4,16,бензин
45381,ISBe4-160,117,118,159,160,4.5,107,4,16,Дизель
2219,OM 603.913,80,83,109,113,3,87,6,12,Дизель
18862,6G72,104,,141,,3,91.1,6,12,бензин
9554,F3P 764,79,,107,,1.8,82.7,4,8,бензин
2113,M 104.991,162,170,220,231,3.2,89.9,6,24,бензин
48181,289 ci,157,168,213,228,4.7,90.424,8,16,бензин
44057,B5C,60,,82,,1.5,78,4,8,бензин
28621,AHZ (DW10CD),94,,128,,2,85,4,16,Дизель
26695,CTKA,118,,160,,1.4,76.5,4,16,бензин
16353,F9Q 731,72,,98,,1.9,80,4,8,Дизель
4211,SB,59,,80,,1.6,76.5,4,8,Дизель
33567,GW4D20B,95,102,129,139,2,83.1,4,16,Дизель
16365,AWT,110,,150,,1.8,81,4,20,бензин
18919,OM 900.912,115,,156,,4.2,102,4,12,Дизель
11890,VJY (TUD5),40,43,54,58,1.5,77,4,8,Дизель
43962,F226,209,,284,,3.3,77,12,24,бензин
35588,F2BE3682D,180,,245,,7.8,115,6,24,Дизель
17495,BCA,55,,75,,1.4,76.5,4,16,бензин
19789,C35A5,151,153,205,208,3.5,90,6,24,бензин
22139,841 L.000,169,,230,,3.2,93,6,24,бензин
159,VM4HT 2.4,69,70,94,95,2.4,92,4,8,Дизель
16498,D 0834 LFL 03,132,,180,,4.6,108,4,8,Дизель
5294,X5J2A,66,,90,,1.6,,4,8,бензин
2473,L20ET,106,107,144,146,2,78,6,12,бензин
46522,L2E15M,113,,154,,1.5,,4,16,бензин
16218,L7X 731,152,157,207,214,3,87,6,24,бензин
20076,LMF,217,231,295,314,5.3,96.01,8,16,бензин
34334,306PS(AJ126),250,294,340,400,3,84.5,6,24,бензин
8517,MIDR 06.35.40 L1,283,,385,,12,135,6,12,Дизель
27488,WP12.336N,247,,336,,11.6,126,6,24,Дизель
8122,OM 441.917,160,,218,,11.3,130,6,12,Дизель
27206,CPPA,155,,211,,2,82.5,4,16,бензин
44667,T22DD0P,96,118,131,160,2.2,86,4,16,Дизель
25058,M9T 694,107,110,146,150,2.3,85,4,16,Дизель
35896,DCBD,250,,340,,3,84.5,6,24,бензин
19385,4JK1-TC,80,100,109,136,2.5,95.4,4,16,Дизель
20004,BSW,77,,105,,1.9,79.5,4,8,Дизель
5440,CL 11,27,,37,,1,76,3,6,Дизель
1147,B4B,107,110,145,150,2.9,93,6,12,бензин
9971,M 198.982,158,,215,,3,85,6,12,бензин
32898,BARRA 230,230,,313,,5.4,90.2,8,24,бензин
37534,8NR-FTS,85,96,116,131,1.2,71.5,4,16,бензин
26948,LS1,279,285,380,388,5.7,99,8,16,бензин
17880,F 4L 812,33,44,45,60,3.4,95,4,8,Дизель
21902,EZA,246,264,335,359,5.7,99.5,8,16,бензин
21323,D16G540,396,,540,,16.1,144,6,24,Дизель
19261,BPS,110,,150,,2.5,82.5,5,20,бензин
7612,D 2865 LUH 08,235,,320,,10,128,5,10,Дизель
31493,EPTT,755,,1027,,8,101.6,10,20,бензин
47490,5GB (EP6FADTXHPR),147,,200,,1.6,77,4,16,бензин
23578,199 B2.000,51,,69,,1.3,69.6,4,16,Дизель
17588,E 18 NVR,65,,88,,1.8,84.8,4,8,бензин
19769,4Y-ME,76,,103,,2.2,91,4,8,бензин
47596,LP5,135,,184,,1.5,,4,16,бензин
15926,JJE,37,,50,,1.3,74,4,8,бензин
38609,F 12 XEL (EB2FAD),55,,75,,1.2,75,3,12,бензин
37491,ISX-435V,325,,442,,14.9,137,6,24,Дизель
42281,LE3,108,116,147,158,4.1,98.5,6,12,бензин
16031,APK,85,,116,,2,82.5,4,8,бензин
4092,GF,44,,60,,1.3,75,4,8,бензин
2945,930.21,152,,207,,3.2,95,6,12,бензин
15309,RFN (EW10J4),88,105,136,143,2,85,4,16,бензин
26236,4JK1-TCX,56,100,76,136,2.5,95.4,4,16,Дизель
45947,TZ180XYA1203,165,,224,,,,,,электричество
42174,LM9,82,112,111,152,3.8,96.5,6,12,бензин
37481,ISL 280,209,213,284,290,8.8,114,6,24,Дизель
18097,D 2066 LF 12,287,,390,,10.5,120,6,24,Дизель
36232,2103AAL,42,,57,,,,,,электричество
34340,ISBe5-285B,209,210,285,286,6.7,107,6,24,Дизель
23095,CAVE,132,,180,,1.4,76.5,4,16,бензин
3528,BI 20,85,87,115,118,2,90,4,8,бензин
32319,5FH (EP6C),85,,116,,1.6,77,4,16,бензин
2305,4G13 (12V),44,58,60,79,1.3,71,4,12,бензин
38516,BR,57,,77,,1.5,76.5,4,8,бензин
32045,L46,66,,90,,1.8,89,4,8,бензин
33468,EQ465i-30,39,,53,,1,65.5,4,8,бензин
49394,4A92,89,91,121,124,1.6,,4,16,бензин
38877,CA4DD1-13E4R,99,,135,,3,95.4,4,16,Дизель
22473,XD2,51,,69,,2.3,94,4,8,Дизель
41697,YC4G200-30,147,,200,,5.2,112,4,8,Дизель
43732,B18DRW,76,76,103,103,1.8,84.2,4,8,бензин
5106,AAA,128,,174,,2.8,81,6,12,бензин
24944,CGQB,230,,313,,3,83,6,24,Дизель
4478,NSG,84,,114,,2,86,4,8,бензин
42791,AODAT,143,186,194,253,2,87.5,4,16,бензин
6004,OM 407.914,147,,200,,11.4,125,6,12,Дизель
53074,46358157,200,,272,,,,,,электричество
27198,CRMB,110,,150,,2,81,4,16,Дизель
21751,RF06TCI,61,,83,,2,86,4,8,Дизель
4293,T9A (DJ5),63,,86,,2.5,92,4,12,Дизель
35423,R9MB,177,178,241,242,2,87.5,4,16,бензин
16659,OM 353.969,96,,130,,5.7,97,6,12,Дизель
5693,OM 364.957,77,,105,,4,97.5,4,8,Дизель
37706,GW4D20E,75,,102,,2,,4,16,Дизель
20590,CABA,88,,120,,1.8,82.5,4,16,бензин
43850,M05B06,15,15,20,20,0.6,74,2,4,бензин
25402,CLZB,180,,245,,3,83,6,24,Дизель
17272,E7J 635,55,,75,,1.4,75.8,4,8,бензин
40435,CA6DE3-18E3F,136,,185,,6.6,106,6,24,Дизель
23962,D 0836 LOH 63,191,,260,,6.9,108,6,24,Дизель
48033,RF2A,66,74,90,101,2,86,4,16,Дизель
23592,C190,40,,55,,2,86,4,8,Дизель
50004,EB2LTD,100,,136,,1.2,75,3,12,бензин
45000,NGT9,235,239,320,325,8.8,114,6,12,Газ
27363,XM7,53,58,72,79,1.8,84,4,8,бензин
16452,BBF,70,,95,,2.5,81,5,10,Дизель
2227,OM 604.910,55,70,75,95,2.2,89,4,16,Дизель
45659,HY4C20B,145,,197,,2,,4,16,бензин
35351,K24U1,153,,208,,2.4,87,4,16,бензин
21663,K12B,63,69,86,94,1.2,73,4,16,бензин
1841,834 F.000,126,,171,,3,93,6,12,бензин
31422,4HK1-TCH,177,,240,,5.2,115,4,16,Дизель
10555,8210.42.152,277,,377,,13.8,137,6,12,Дизель
20084,Y 13 DT,51,,70,,1.3,69.6,4,16,Дизель
31408,CXCA,155,,211,,2,82.5,4,16,бензин
37088,PF6TA,235,239,320,325,12.5,133,6,24,Дизель
30710,TNCD,149,,203,,2,87.5,4,16,бензин
4987,AFN,81,,110,,1.9,79.5,4,8,Дизель
8115,OM 357.933,155,,211,,6,97.5,6,12,Дизель
49403,DFMA16,86,,117,,1.6,,4,16,бензин
38014,WP6.220E40,162,,220,,6.8,105,6,12,Дизель
32572,8140.61.235,53,,72,,2.4,93,4,8,Дизель
3259,F3N 742,66,70,90,95,1.7,81,4,8,бензин
25406,M 272.952,170,180,231,245,3,88,6,24,бензин
4394,160 A6.000,66,68,90,92,1.9,82.6,4,8,Дизель
1330,N8B,77,92,105,125,2,86,4,8,бензин
5270,C 20 NEF,74,,100,,2,86,4,8,бензин
37529,B 4204 T46,186,,253,,2,82,4,16,бензин
19060,182 B5.098,72,,98,,1.6,86.4,4,16,бензин
9959,M 180.924,78,,106,,2.2,80,6,12,бензин
363,YY,51,,70,,1.6,79.5,4,8,бензин
18005,B 4204 T2,118,184,160,250,2,83,4,16,бензин
24469,4HV (P22DTE),74,,101,,2.2,86,4,16,Дизель
37556,4D18F,40,,54,,1.8,80,4,8,Дизель
42660,7M,123,124,167,169,4.2,92.1,6,12,бензин
1285,LP3,58,,79,,1.6,80,4,8,бензин
19659,B 4204 S3,107,,146,,2,87.5,4,16,бензин
21112,OM 602.983,88,,120,,2.9,89,5,10,Дизель
41280,CVKC,110,,150,,2,82.5,4,16,бензин
31534,F603,55,60,75,82,1.6,81,4,8,бензин
20132,K3-VE,63,67,86,91,1.3,72,4,16,бензин
20640,BKB,120,,163,,1.8,81,4,20,бензин
2301,4G11,40,,55,,1.2,69.5,4,8,бензин
24039,ISBe5-250B,184,,250,,6.7,107,6,24,Дизель
41079,MFXX,373,,507,,5,92.2,8,32,бензин
29586,B 10 XFT,85,,115,,1,74,3,12,бензин
24446,4N13,85,110,116,150,1.8,83,4,16,Дизель
8113,OM 357.929,155,,211,,6,97.5,6,12,Дизель
17498,F9Q 782,59,62,80,84,1.9,80,4,8,Дизель
